Case,X,Y,Z,a,v,index
3,-0.3197303,0.6194752,0.5066031,0
3,-0.2087148,0.6101577,0.5176277,1
3,-0.2570816,0.7980679,0.6601321,2
3,-0.4690032,0.7035824,0.3988972,3
3,-0.0624736,0.6044362,0.5918794,4
3,0.05628341,0.6324747,0.4703754,5
3,-0.1454047,0.7282166,0.4963712,6
3,-0.3799525,0.8175563,0.4624476,7
3,-0.00446102,0.7480824,0.4541126,8
3,-0.02904853,0.9619017,0.3887227,9
3,0.04199016,1.132201,0.5193583,10
3,-0.09693056,1.048947,0.6150411,11
3,-0.4669473,0.888384,0.3881336,12
3,0.1763592,0.6927515,0.4769739,13
3,0.1357405,1.063312,0.3892715,14
3,0.2421894,0.8051753,0.5195402,15
3,0.3385248,1.003764,0.4027859,16
3,-0.3852154,0.9737144,0.6397207,17
3,-0.4813076,1.145322,0.4284865,18
3,-0.4830022,1.026774,0.5897515,19
3,-0.05220798,1.223658,0.419898,20
3,0.3857364,0.7432073,0.581971,21
3,-0.06575927,1.471786,0.3887735,22
3,0.2772986,0.9111686,0.4336875,23
3,0.0461691,1.477745,0.398219,24
3,0.1881331,1.435242,0.5789499,25
3,-0.05229598,1.587889,0.6757183,26
3,0.431295,0.8449447,0.5340427,27
3,-0.2369038,1.430692,0.4343548,28
3,-0.3618361,1.267425,0.3883297,29
3,0.3197973,1.405741,0.4970906,30
3,0.297629,0.6198196,0.5448672,31
3,0.1581602,1.557489,0.5595618,32
3,-0.2277676,1.585827,0.4538425,33
3,0.4473408,1.089912,0.6578031,34
3,-0.3464934,1.466601,0.3964303,35
3,0.4660434,1.202582,0.5793653,36
3,-0.466611,1.316482,0.3896343,37
3,0.4438223,0.6372915,0.620647,38
3,-0.4563255,1.553414,0.4593737,39
3,-0.4967608,1.444587,0.5479496,40
3,-0.3451278,1.590344,0.635564,41
3,0.3506388,1.560984,0.5720446,42
3,0.4849116,1.592799,0.4773028,43
3,0.4533786,1.38444,0.5868527,44
3,0.4554065,0.9736408,0.5206494,45
