179,1,18.98,FastTapIn,3.579997,0.05677226,1.138364, ,0
180,1,19.0,FastTapIn,3.599997,0.1371707,4.01992, ,0
181,1,19.02,FastTapIn,3.619997,0.09420508,-2.148279, ,0
182,1,19.04,FastTapIn,3.639997,0.4355726,17.06838, ,0
183,1,19.06,FastTapIn,3.659997,0.3299367,-5.281796, ,0
184,1,19.08,FastTapIn,3.679997,0.5011796,8.562148, ,0
185,1,19.1,FastTapIn,3.699997,0.2222113,-13.94842, ,0
361,2,25.2,FastTapIn,3.499997,0.02972049,-0.6055855, ,0
362,2,25.22,FastTapIn,3.519997,0.09865433,3.446692, ,0
363,2,25.24,FastTapIn,3.539997,0.08477657,-0.6938882, ,0
364,2,25.26,FastTapIn,3.559997,0.1714241,4.332377, ,0
365,2,25.28,FastTapIn,3.579997,0.09517367,-3.812522, ,0
366,2,25.3,FastTapIn,3.599997,0.1044921,0.4659232, ,0
367,2,25.32,FastTapIn,3.619997,0.2811665,8.833719, ,0
368,2,25.34,FastTapIn,3.639997,0.1304304,-7.536808, ,0
369,2,25.36,FastTapIn,3.659997,0.253371,6.14703, ,0
370,2,25.38,FastTapIn,3.679997,0.1374977,-5.793665, ,0
371,2,25.4,FastTapIn,3.699997,0.5462404,20.43714, ,0
541,3,30.48,FastTapIn,3.379997,0.01287996,0.1661011, ,0
542,3,30.5,FastTapIn,3.399997,0.07101382,2.906693, ,0
543,3,30.52,FastTapIn,3.419997,0.08060376,0.479497, ,0
544,3,30.54,FastTapIn,3.439997,0.2667665,9.308137, ,0
545,3,30.56,FastTapIn,3.459997,0.1973187,-3.472388, ,0
546,3,30.58,FastTapIn,3.479997,0.4945288,14.8605, ,0
547,3,30.6,FastTapIn,3.499997,0.31558,-8.947441, ,0
548,3,30.62,FastTapIn,3.519997,0.7997239,24.2072, ,0
716,4,36.06,FastTapIn,3.339998,0.03827683,0.4228994, ,0
717,4,36.08,FastTapIn,3.359998,0.09162039,2.667178, ,0
718,4,36.1,FastTapIn,3.379997,0.05657274,-1.752382, ,0
719,4,36.12,FastTapIn,3.399997,0.2575006,10.04639, ,0
720,4,36.14,FastTapIn,3.419997,0.236098,-1.070126, ,0
721,4,36.16,FastTapIn,3.439997,0.2282681,-0.391499, ,0
722,4,36.18,FastTapIn,3.459997,0.5316344,15.16832, ,0
723,4,36.2,FastTapIn,3.479997,0.2608141,-13.54102, ,0
724,4,36.22,FastTapIn,3.499997,0.5216302,13.04081, ,0
725,4,36.24,FastTapIn,3.519997,0.3522142,-8.470799, ,0
897,5,42.02,FastTapIn,3.419997,0.02085789,-0.09467881, ,0
898,5,42.04,FastTapIn,3.439997,0.08435993,3.175102, ,0
899,5,42.06,FastTapIn,3.459997,0.04039484,-2.198255, ,0
900,5,42.08,FastTapIn,3.479997,0.09758746,2.859631, ,0
901,5,42.1,FastTapIn,3.499997,0.06392495,-1.683125, ,0
902,5,42.12,FastTapIn,3.519997,0.1668776,5.147633, ,0
903,5,42.14,FastTapIn,3.539997,0.08345795,-4.170983, ,0
904,5,42.16,FastTapIn,3.559997,0.08605359,0.129782, ,0
905,5,42.18,FastTapIn,3.579997,0.2158047,6.487558, ,0
906,5,42.2,FastTapIn,3.599997,0.1665363,-2.46342, ,0
907,5,42.22,FastTapIn,3.619997,0.3651994,9.933155, ,0
908,5,42.24,FastTapIn,3.639997,0.2741975,-4.550095, ,0
909,5,42.26,FastTapIn,3.659997,0.6306777,17.82401, ,0
1089,6,47.34,FastTapIn,3.579997,0.06919987,1.236835, ,0
1090,6,47.36,FastTapIn,3.599997,0.1610039,4.590204, ,0
1091,6,47.38,FastTapIn,3.619997,0.1299632,-1.552038, ,0
1092,6,47.4,FastTapIn,3.639997,0.2450052,5.752103, ,0
1093,6,47.42,FastTapIn,3.659997,0.1640668,-4.046921, ,0
1094,6,47.44,FastTapIn,3.679997,0.6617013,24.88173, ,0
1095,6,47.46,FastTapIn,3.699997,0.4363408,-11.26803, ,0
1267,7,52.38,FastTapIn,3.419997,0.04587521,0.6060151, ,0
1268,7,52.4,FastTapIn,3.439997,0.1576257,5.587524, ,0
1269,7,52.42,FastTapIn,3.459997,0.1051344,-2.624565, ,0
1270,7,52.44,FastTapIn,3.479997,0.2407624,6.781401, ,0
1271,7,52.46,FastTapIn,3.499997,0.1963398,-2.221128, ,0
1272,7,52.48,FastTapIn,3.519997,0.4291942,11.64272, ,0
1273,7,52.5,FastTapIn,3.539997,0.2570496,-8.607228, ,0
1274,7,52.52,FastTapIn,3.559997,0.7518803,24.74154, ,0
1275,7,52.54,FastTapIn,3.579997,0.5038191,-12.40306, ,0
1473,8,57.82,FastTapIn,3.939997,0.03592074,-0.7487974, ,0
1474,8,57.84,FastTapIn,3.959997,0.1654879,6.478358, ,0
1475,8,57.86,FastTapIn,3.979997,0.1048939,-3.029701, ,0
1476,8,57.88,FastTapIn,3.999997,0.3893945,14.22503, ,0
1477,8,57.9,FastTapIn,4.019997,0.2441883,-7.260309, ,0
1478,8,57.92,FastTapIn,4.039997,0.2952003,2.550598, ,0
1479,8,57.94,FastTapIn,4.059997,0.7268825,21.58411, ,0
1658,9,62.82,FastTapIn,3.559997,0.05506672,-0.1898127, ,0
1659,9,62.84,FastTapIn,3.579997,0.1371464,4.103985, ,0
1660,9,62.86,FastTapIn,3.599997,0.06749863,-3.48239, ,0
1661,9,62.88,FastTapIn,3.619997,0.2101042,7.130278, ,0
1662,9,62.9,FastTapIn,3.639997,0.1356825,-3.721084, ,0
1663,9,62.92,FastTapIn,3.659997,0.4233385,14.3828, ,0
1664,9,62.94,FastTapIn,3.679997,0.3358546,-4.374196, ,0
1665,9,62.96,FastTapIn,3.699997,0.4653622,6.475379, ,0
1853,10,68.14,FastTapIn,3.739997,0.04768761,0.8865828, ,0
1854,10,68.16,FastTapIn,3.759997,0.1780189,6.516565, ,0
