Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
1480,9,59.26,FastTapIn,0.0,0.3273962,9.757906, ,0
1481,9,59.28,FastTapIn,0.02,0.137821,-9.478756, ,0
1482,9,59.3,FastTapIn,0.04,0.242193,5.218601, ,0
1483,9,59.32,FastTapIn,0.06,0.1247627,-5.871517, ,0
1484,9,59.34,FastTapIn,0.08,0.127395,0.1316145, ,0
1485,9,59.36,FastTapIn,0.09999999,0.2884153,8.051017, ,0
1486,9,59.38,FastTapIn,0.12,0.1458445,-7.12854, ,0
1487,9,59.4,FastTapIn,0.14,0.1564748,0.5315163, ,0
1488,9,59.42,FastTapIn,0.16,0.05786572,-4.930456, ,0
1489,9,59.44,FastTapIn,0.18,0.1173893,2.976177, ,0
1490,9,59.46,FastTapIn,0.2,0.02505733,-4.616596, ,0
1666,10,64.4,FastTapIn,0.0,0.460396,9.87594, ,0
1667,10,64.42,FastTapIn,0.02,0.1870531,-13.66715, ,0
1668,10,64.43999,FastTapIn,0.04,0.1640254,-1.151387, ,0
1669,10,64.46,FastTapIn,0.06,0.1117484,-2.613849, ,0
1670,10,64.48,FastTapIn,0.08,0.2964807,9.236615, ,0
1671,10,64.5,FastTapIn,0.09999999,0.1353196,-8.058055, ,0
1672,10,64.52,FastTapIn,0.12,0.0521371,-4.159124, ,0
1673,10,64.54,FastTapIn,0.14,0.1931753,7.051912, ,0
1674,10,64.56,FastTapIn,0.16,0.07925124,-5.696206, ,0
1675,10,64.58,FastTapIn,0.18,0.2152462,6.799748, ,0
1676,10,64.6,FastTapIn,0.2,0.07314078,-7.105271, ,0
1677,10,64.62,FastTapIn,0.22,0.06913371,-0.2003536, ,0
1678,10,64.64,FastTapIn,0.24,0.01185491,-2.86394, ,0
