Case,X,Y,Z,a,v,index
32,-0.2780068,1.470732,0.6193612,0
32,-0.3191495,1.34453,0.4943243,1
32,-0.4779992,1.541077,0.5282946,2
32,-0.2719156,1.589713,0.4773117,3
32,-0.4088144,1.447086,0.4796349,4
32,-0.1559264,1.556402,0.6431293,5
32,-0.1529751,1.429497,0.6856914,6
32,-0.4471014,1.266195,0.5079576,7
32,-0.396771,1.159251,0.4603505,8
32,0.05855238,1.58949,0.4328339,9
32,-0.08360159,1.214856,0.4415964,10
32,-0.01573643,1.493653,0.434294,11
32,-0.4964016,1.072494,0.6004885,12
32,0.1883995,1.568918,0.4246368,13
32,-0.3531768,1.054007,0.3895797,14
32,-0.4945068,1.367984,0.5003936,15
32,-0.116456,1.015527,0.5673073,16
32,0.03971308,1.153224,0.3992866,17
32,-0.01982215,0.955097,0.5084239,18
32,-0.4473267,0.9350852,0.6759388,19
32,0.1005943,1.451986,0.6360826,20
32,-0.2611245,0.8642624,0.581388,21
32,0.1333507,1.009739,0.5316548,22
32,0.217596,1.420658,0.439893,23
32,0.3763959,1.547666,0.6033997,24
32,0.3501114,1.230271,0.5127086,25
32,-0.1402781,0.701728,0.4630122,26
32,-0.4314097,0.7761112,0.4763367,27
32,0.02652007,0.7307147,0.6658329,28
32,0.1373619,0.7408451,0.6730213,29
32,0.208514,0.642377,0.5081353,30
32,0.3904971,1.434248,0.4223663,31
32,-0.2734228,0.7546922,0.4706666,32
32,0.4856389,1.162052,0.5681142,33
32,-0.01060444,0.6132415,0.5122916,34
32,0.3890041,0.7041485,0.5922561,35
32,0.4880969,0.6285436,0.5155617,36
32,0.333151,0.9140787,0.490321,37
32,-0.397907,0.6199264,0.3874768,38
32,0.386224,1.100352,0.6581679,39
32,0.4374813,0.8487814,0.522302,40
32,-0.2563644,0.6340743,0.6294994,41
32,0.4807322,1.024816,0.4234176,42
32,0.3039011,0.7754599,0.4650522,43
32,0.4820269,1.342244,0.662853,44
32,0.4955317,1.585192,0.5842866,45
