Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ,targetX,targetY,targetZ
1,0,0,1.729882, ,2,1,pinch,11,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
2,0,0,2.023941, ,2,1,pinch,4,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
3,0,0,2.317604, ,2,1,pinch,13,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
4,0,0,1.687721, ,2,1,pinch,6,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
5,0,0,2.09672, ,2,1,pinch,15,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
6,0,0,2.006886, ,2,1,pinch,8,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
7,0,0,3.086187, ,2,1,pinch,1,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
8,0,0,1.911947, ,2,1,pinch,10,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
9,0,0,2.978634, ,2,1,pinch,3,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
10,0,0,1.957745, ,2,1,pinch,12,0,1.1,0.537,0.35,1.1,0.537,0.3233578,1.233939,0.537,0.2474874,1.347487,0.537,0.1339392,1.423358,0.537,-1.529899E-08,1.45,0.537,-0.1339392,1.423358,0.537,-0.2474874,1.347487,0.537,-0.3233578,1.233939,0.537,-0.35,1.1,0.537,-0.3233578,0.9660608,0.537,-0.2474874,0.8525127,0.537,-0.1339393,0.7766422,0.537,4.173708E-09,0.75,0.537,0.1339393,0.7766422,0.537,0.2474873,0.8525126,0.537,0.3233579,0.9660608,0.537
