Case,X,Y,Z,a,v,index
10,-0.2139462,1.558106,0.5236755,0
10,-0.312893,1.363231,0.6109939,1
10,-0.1634072,1.425771,0.6459842,2
10,-0.3818776,1.513147,0.6761868,3
10,-0.4139592,1.297595,0.6701758,4
10,-0.4787642,1.571647,0.457636,5
10,-0.4879319,1.119081,0.4076837,6
10,-0.02884799,1.574603,0.5734155,7
10,-0.3709755,1.188385,0.6809723,8
10,-0.1203653,1.13903,0.4259797,9
10,0.07355362,1.051338,0.5881745,10
10,-0.347259,1.022236,0.5090317,11
10,-0.4823675,1.454529,0.4626296,12
10,0.008552849,1.213364,0.6403697,13
10,-0.04575506,0.9980557,0.419497,14
10,0.1665425,1.538146,0.5678066,15
10,3.385544E-05,1.447765,0.5164368,16
10,-0.3680019,0.8980531,0.5328624,17
10,-0.4881732,0.9372178,0.4806575,18
10,-0.3772328,0.7559019,0.6573684,19
10,-0.2645843,0.8185373,0.5890691,20
10,-0.2186997,0.6059503,0.5982534,21
10,0.2025394,0.7262005,0.3957683,22
10,0.411364,0.7432996,0.49688,23
10,0.03496486,0.646644,0.5182021,24
10,-0.1395552,0.7348905,0.6708132,25
10,0.1429704,0.6020206,0.4956108,26
10,-0.3421207,0.6203352,0.3958213,27
10,0.2671021,1.491992,0.4658192,28
10,0.3027369,0.8099682,0.4883877,29
10,0.4015216,0.8833902,0.3907275,30
10,0.3538025,1.033955,0.4830107,31
10,0.3916457,1.46385,0.4832734,32
10,0.4734548,1.088447,0.4286077,33
10,0.3053972,0.640545,0.4643651,34
10,0.324824,1.224478,0.6834307,35
10,0.4673586,1.296658,0.4217432,36
10,0.3530414,1.359789,0.5271175,37
10,-0.4988022,0.6248736,0.5306872,38
10,0.4886268,0.6160533,0.5002509,39
10,0.3725733,1.594157,0.4313079,40
10,-0.478303,0.81604,0.4193686,41
10,0.4835764,1.567441,0.4026391,42
